customerID,Churn,Churn_label,tenure,MonthlyCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod
6847-KJLTS,No,0,58,100.4,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
9670-BPNXF,No,0,45,62.55,One year,DSL,Yes,Yes,Credit card (automatic)
3913-FCUUW,No,0,72,70.45,Two year,DSL,Yes,Yes,Bank transfer (automatic)
3301-VKTGC,No,0,68,85.5,One year,Fiber optic,No,Yes,Bank transfer (automatic)
1493-AMTIE,Yes,1,1,20.2,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
9555-SAHUZ,No,0,38,54.5,Month-to-month,DSL,No,Yes,Electronic check
0816-TSPHQ,No,0,2,20.75,Month-to-month,No,No internet service,No internet service,Mailed check
9932-WBWIK,No,0,11,20.35,Month-to-month,No,No internet service,No internet service,Mailed check
4619-EVPHY,No,0,20,91.0,One year,Fiber optic,No,No,Bank transfer (automatic)
5286-YHCVC,No,0,72,104.8,Two year,Fiber optic,No,No,Bank transfer (automatic)
6424-ELEYH,Yes,1,3,74.75,Month-to-month,Fiber optic,No,No,Credit card (automatic)
4391-RESHN,Yes,1,23,104.05,Month-to-month,Fiber optic,Yes,No,Mailed check
9115-YQHGA,No,0,40,51.1,Month-to-month,DSL,Yes,No,Electronic check
4462-CYWMH,No,0,62,89.8,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
8963-MQVYN,No,0,22,20.55,Month-to-month,No,No internet service,No internet service,Electronic check
2458-EOMRE,No,0,11,64.05,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
9334-GWGOW,No,0,7,74.85,Month-to-month,Fiber optic,No,No,Electronic check
6821-BUXUX,Yes,1,13,96.65,Month-to-month,Fiber optic,No,Yes,Electronic check
5028-HTLJB,Yes,1,1,20.05,Month-to-month,No,No internet service,No internet service,Mailed check
9801-GDWGV,Yes,1,39,103.45,Month-to-month,Fiber optic,No,No,Electronic check
6542-LWGXJ,No,0,3,25.0,Month-to-month,DSL,No,No,Mailed check
5567-GZKQY,No,0,58,20.3,Two year,No,No internet service,No internet service,Credit card (automatic)
1222-LRYKO,No,0,6,26.35,Month-to-month,No,No internet service,No internet service,Mailed check
2320-JRSDE,Yes,1,1,19.9,Month-to-month,No,No internet service,No internet service,Electronic check
2087-QAREY,No,0,22,54.7,Month-to-month,DSL,No,No,Mailed check
0601-WZHJF,Yes,1,14,46.35,Month-to-month,DSL,No,No,Electronic check
4423-JWZJN,No,0,64,90.25,One year,Fiber optic,No,No,Credit card (automatic)
5143-WMWOG,Yes,1,1,19.95,Month-to-month,No,No internet service,No internet service,Electronic check
6490-FGZAT,No,0,6,20.65,Month-to-month,No,No internet service,No internet service,Mailed check
5393-RXQSZ,Yes,1,1,79.6,Month-to-month,Fiber optic,No,No,Electronic check
7452-FOLON,No,0,39,25.45,One year,No,No internet service,No internet service,Bank transfer (automatic)
2320-TZRRH,No,0,20,19.5,One year,No,No internet service,No internet service,Mailed check
0231-LXVAP,Yes,1,1,75.9,Month-to-month,Fiber optic,Yes,No,Electronic check
9444-JTXHZ,Yes,1,1,76.2,Month-to-month,Fiber optic,No,No,Electronic check
4942-VZZOM,No,0,64,66.15,One year,DSL,No,Yes,Credit card (automatic)
5510-BOIUJ,Yes,1,1,19.25,Month-to-month,No,No internet service,No internet service,Mailed check
7502-BNYGS,No,0,46,69.1,Month-to-month,DSL,No,No,Credit card (automatic)
4291-HYEBC,No,0,28,39.1,One year,DSL,No,No,Electronic check
6147-CBCRA,No,0,33,20.05,Month-to-month,No,No internet service,No internet service,Mailed check
6047-SUHPR,No,0,39,59.8,One year,DSL,No,Yes,Electronic check
4471-KXAUH,Yes,1,42,84.3,Month-to-month,Fiber optic,Yes,No,Electronic check
9752-ZNQUT,No,0,1,48.6,Month-to-month,DSL,No,No,Electronic check
7638-QVMVY,Yes,1,7,79.0,Month-to-month,Fiber optic,No,No,Electronic check
1576-PFZIW,No,0,70,105.35,Two year,Fiber optic,No,Yes,Credit card (automatic)
5666-MBJPT,No,0,65,25.1,Two year,No,No internet service,No internet service,Bank transfer (automatic)
7312-XSBAT,No,0,1,49.75,Month-to-month,DSL,No,Yes,Electronic check
3096-GKWEB,No,0,18,94.75,Month-to-month,Fiber optic,No,No,Electronic check
2371-JQHZZ,No,0,24,93.0,Month-to-month,Fiber optic,No,No,Electronic check
0674-GCDXG,No,0,63,71.9,Two year,DSL,Yes,Yes,Bank transfer (automatic)
1121-QSIVB,No,0,44,77.55,One year,DSL,No,No,Mailed check
4396-KLSEH,No,0,4,19.85,Month-to-month,No,No internet service,No internet service,Electronic check
3244-DCJWY,Yes,1,1,70.25,Month-to-month,Fiber optic,No,No,Electronic check
2824-MYYBN,No,0,37,95.25,Month-to-month,Fiber optic,No,No,Electronic check
0875-CABNR,Yes,1,10,84.6,Month-to-month,Fiber optic,No,No,Credit card (automatic)
6345-HOVES,No,0,34,25.05,Month-to-month,DSL,No,No,Bank transfer (automatic)
8318-LCNBW,No,0,35,53.15,One year,DSL,No,Yes,Credit card (automatic)
6469-QJKZW,No,0,4,20.15,Month-to-month,No,No internet service,No internet service,Electronic check
0147-ESWWR,No,0,39,101.25,Month-to-month,Fiber optic,Yes,No,Electronic check
1217-VASWC,No,0,43,100.55,One year,Fiber optic,No,No,Bank transfer (automatic)
7812-FZHPE,Yes,1,17,24.1,Month-to-month,No,No internet service,No internet service,Mailed check
6370-ZVHDV,No,0,61,25.3,Two year,No,No internet service,No internet service,Bank transfer (automatic)
5915-DGNVC,No,0,49,71.8,One year,DSL,No,Yes,Electronic check
6260-XLACS,No,0,4,19.7,One year,No,No internet service,No internet service,Mailed check
3566-CAAYU,No,0,64,49.85,Two year,DSL,Yes,No,Electronic check
4983-CCWMC,No,0,3,69.6,Month-to-month,Fiber optic,No,No,Mailed check
9103-CXVOK,No,0,1,19.75,Month-to-month,No,No internet service,No internet service,Electronic check
2896-TBNBE,No,0,40,80.8,One year,Fiber optic,No,No,Electronic check
4797-AXPXK,Yes,1,1,60.0,Month-to-month,DSL,Yes,Yes,Electronic check
5229-PRWKT,Yes,1,8,86.55,Month-to-month,Fiber optic,No,No,Electronic check
6982-UQZLY,Yes,1,1,20.85,Month-to-month,No,No internet service,No internet service,Mailed check
2522-WLNSF,No,0,34,64.2,One year,DSL,Yes,No,Bank transfer (automatic)
3841-CONLJ,No,0,1,35.0,Month-to-month,DSL,No,No,Electronic check
5057-LCOUI,Yes,1,39,50.75,Month-to-month,DSL,No,No,Electronic check
0193-ESZXP,Yes,1,58,105.5,One year,Fiber optic,Yes,Yes,Credit card (automatic)
4475-NVTLU,No,0,45,19.2,Two year,No,No internet service,No internet service,Electronic check
4369-HTUIF,Yes,1,6,85.15,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic)
9386-LDCZR,No,0,43,90.65,One year,Fiber optic,Yes,Yes,Credit card (automatic)
9585-KKMFD,No,0,41,20.0,Two year,No,No internet service,No internet service,Mailed check
5399-ZIMKF,No,0,5,74.65,Month-to-month,Fiber optic,No,No,Electronic check
0336-KXKFK,No,0,72,61.2,Two year,DSL,Yes,Yes,Credit card (automatic)
5619-XZZKR,No,0,4,19.95,One year,No,No internet service,No internet service,Mailed check
3948-FVVRP,No,0,9,54.8,Month-to-month,DSL,Yes,No,Mailed check
5327-XOKKY,No,0,72,73.45,Two year,DSL,No,No,Credit card (automatic)
0983-TATYJ,No,0,33,51.45,One year,DSL,Yes,No,Mailed check
1813-JYWTO,No,0,72,80.45,Two year,Fiber optic,No,Yes,Bank transfer (automatic)
0156-FVPTA,Yes,1,22,54.2,Month-to-month,DSL,Yes,Yes,Electronic check
1984-FCOWB,Yes,1,70,109.5,One year,Fiber optic,Yes,No,Electronic check
0654-HMSHN,Yes,1,21,104.4,Month-to-month,Fiber optic,No,No,Electronic check
6719-OXYBR,No,0,15,85.3,Month-to-month,Fiber optic,No,No,Electronic check
3312-ZWLGF,No,0,29,79.3,Month-to-month,Fiber optic,Yes,No,Electronic check
6476-YHMGA,No,0,15,76.5,Month-to-month,DSL,Yes,No,Bank transfer (automatic)
5287-QWLKY,Yes,1,71,105.1,Month-to-month,Fiber optic,No,Yes,Credit card (automatic)
0795-XCCTE,No,0,72,25.4,Two year,No,No internet service,No internet service,Bank transfer (automatic)
0168-XZKBB,No,0,19,86.85,Month-to-month,Fiber optic,No,No,Electronic check
3785-NRHYR,No,0,1,19.65,Month-to-month,No,No internet service,No internet service,Mailed check
5196-SGOAK,Yes,1,1,75.7,Month-to-month,Fiber optic,No,No,Electronic check
4537-DKTAL,No,0,2,45.55,Month-to-month,DSL,No,No,Electronic check
7072-MBHEV,No,0,11,78.1,Month-to-month,Fiber optic,No,No,Credit card (automatic)
5602-BVFMK,No,0,12,19.3,One year,No,No internet service,No internet service,Mailed check
6297-NOOPG,No,0,70,110.5,Two year,Fiber optic,Yes,No,Electronic check
1891-UAWWU,Yes,1,20,90.8,Month-to-month,Fiber optic,No,No,Electronic check
8204-TIFGJ,No,0,23,20.3,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
8050-DVOJX,No,0,49,81.35,Two year,DSL,Yes,Yes,Credit card (automatic)
6108-OQZDQ,Yes,1,4,97.95,Month-to-month,Fiber optic,No,No,Electronic check
0363-QJVFX,Yes,1,32,108.15,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic)
8903-XEBGX,No,0,2,55.3,Month-to-month,DSL,No,No,Electronic check
8169-SAEJD,No,0,69,56.55,Two year,DSL,No,Yes,Credit card (automatic)
9840-DVNDC,Yes,1,6,80.5,Month-to-month,Fiber optic,No,No,Credit card (automatic)
1089-XZWHH,No,0,24,19.7,Two year,No,No internet service,No internet service,Mailed check
2325-WINES,No,0,32,104.05,One year,Fiber optic,No,No,Credit card (automatic)
6064-ZATLR,No,0,27,52.85,Two year,DSL,No,Yes,Bank transfer (automatic)
3096-JRDSO,Yes,1,27,104.3,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
7824-PANSQ,No,0,58,80.65,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
8042-JVNFH,Yes,1,1,71.35,Month-to-month,Fiber optic,No,No,Mailed check
9648-BCHKM,No,0,18,24.65,Two year,No,No internet service,No internet service,Credit card (automatic)
2888-ADFAO,No,0,47,21.3,Two year,No,No internet service,No internet service,Bank transfer (automatic)
8707-HOEDG,No,0,70,110.2,Two year,Fiber optic,Yes,No,Electronic check
3374-LXDEV,Yes,1,13,89.4,Month-to-month,Fiber optic,Yes,No,Electronic check
4072-IPYLT,No,0,36,51.05,Month-to-month,DSL,No,Yes,Credit card (automatic)
7167-PCEYD,No,0,67,19.8,Two year,No,No internet service,No internet service,Mailed check
4936-YPJNK,No,0,10,19.9,Month-to-month,No,No internet service,No internet service,Mailed check
1580-BMCMR,No,0,19,87.3,Month-to-month,Fiber optic,No,Yes,Electronic check
4817-KEQSP,No,0,71,19.85,Two year,No,No internet service,No internet service,Bank transfer (automatic)
6408-WHTEF,No,0,72,89.4,Two year,DSL,Yes,Yes,Mailed check
9251-AWQGT,No,0,48,20.0,Two year,No,No internet service,No internet service,Mailed check
8749-CLJXC,No,0,1,20.05,Month-to-month,No,No internet service,No internet service,Mailed check
7989-VCQOH,No,0,18,83.25,Month-to-month,DSL,Yes,Yes,Electronic check
5049-GLYVG,Yes,1,1,20.6,Month-to-month,No,No internet service,No internet service,Mailed check
4199-QHJNM,No,0,67,102.9,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
8882-TLVRW,No,0,69,39.1,Two year,DSL,Yes,Yes,Mailed check
5883-GTGVD,Yes,1,19,99.95,Month-to-month,Fiber optic,No,No,Electronic check
5135-GRQJV,No,0,72,114.5,Two year,Fiber optic,Yes,Yes,Mailed check
2384-OVPSA,No,0,38,20.2,Two year,No,No internet service,No internet service,Mailed check
1371-WEPDS,No,0,40,55.8,One year,DSL,No,No,Electronic check
3580-GICBM,No,0,61,24.2,Two year,No,No internet service,No internet service,Mailed check
4817-QRJSX,Yes,1,10,81.0,Month-to-month,Fiber optic,No,No,Credit card (automatic)
9730-DRTMJ,No,0,32,72.8,One year,DSL,Yes,Yes,Credit card (automatic)
4686-UXDML,No,0,21,99.85,Month-to-month,Fiber optic,No,No,Credit card (automatic)
3349-ANQNH,No,0,59,99.5,One year,Fiber optic,No,No,Electronic check
2398-YPMUR,Yes,1,13,70.15,Month-to-month,Fiber optic,No,No,Electronic check
0932-YIXYU,No,0,47,20.25,Two year,No,No internet service,No internet service,Credit card (automatic)
7480-SPLEF,No,0,69,26.0,Two year,No,No internet service,No internet service,Bank transfer (automatic)
7636-XUHWW,No,0,2,19.9,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
1431-CYWMH,No,0,22,19.05,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
5937-EORGB,No,0,15,96.5,Month-to-month,Fiber optic,No,Yes,Electronic check
6349-JDHQP,No,0,53,19.85,Two year,No,No internet service,No internet service,Credit card (automatic)
5539-HIVAK,No,0,28,25.7,Month-to-month,No,No internet service,No internet service,Mailed check
5847-MXBEO,No,0,22,20.3,One year,No,No internet service,No internet service,Mailed check
9985-MWVIX,Yes,1,1,70.15,Month-to-month,Fiber optic,No,No,Mailed check
4583-PARNH,No,0,16,91.55,Month-to-month,Fiber optic,Yes,No,Electronic check
1116-FRYVH,No,0,48,39.4,Two year,DSL,Yes,Yes,Mailed check
1421-HCERK,No,0,30,105.7,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
9633-XQABV,No,0,3,70.25,Month-to-month,Fiber optic,No,No,Electronic check
0716-BQNDX,No,0,57,93.75,Two year,Fiber optic,Yes,Yes,Electronic check
1265-XTECC,Yes,1,68,96.55,One year,Fiber optic,No,Yes,Credit card (automatic)
1183-CANVH,No,0,23,60.0,One year,DSL,Yes,No,Bank transfer (automatic)
1972-XMUWV,No,0,65,59.8,Two year,DSL,Yes,No,Credit card (automatic)
8679-LZBMD,No,0,44,90.65,One year,Fiber optic,No,No,Bank transfer (automatic)
3407-JMJQQ,No,0,71,109.0,Two year,Fiber optic,No,Yes,Bank transfer (automatic)
6252-DFGTK,No,0,37,68.1,One year,DSL,Yes,Yes,Credit card (automatic)
1539-LNKHM,No,0,12,20.4,Month-to-month,No,No internet service,No internet service,Mailed check
8645-KOMJQ,No,0,69,81.95,Two year,DSL,Yes,No,Bank transfer (automatic)
0289-IVARM,No,0,35,60.55,Month-to-month,DSL,No,Yes,Electronic check
9761-XUJWD,No,0,5,65.6,Month-to-month,DSL,Yes,No,Bank transfer (automatic)
4057-FKCZK,No,0,58,82.5,Two year,Fiber optic,No,No,Bank transfer (automatic)
4291-TPNFG,No,0,72,82.3,Two year,DSL,Yes,Yes,Bank transfer (automatic)
6087-YPWHO,No,0,72,68.15,Two year,DSL,Yes,Yes,Mailed check
3090-QFUVD,No,0,1,20.3,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
2237-ZFSMY,Yes,1,39,95.55,One year,Fiber optic,Yes,Yes,Electronic check
1722-LDZJS,No,0,53,20.2,One year,No,No internet service,No internet service,Credit card (automatic)
1818-ESQMW,No,0,27,89.2,Month-to-month,Fiber optic,Yes,No,Electronic check
4871-JTKJF,Yes,1,1,69.65,Month-to-month,Fiber optic,No,No,Electronic check
1415-YFWLT,Yes,1,1,89.3,Month-to-month,Fiber optic,No,No,Electronic check
7401-RUBNK,No,0,18,74.8,Month-to-month,Fiber optic,No,Yes,Electronic check
0506-YLVKJ,No,0,46,20.2,Two year,No,No internet service,No internet service,Mailed check
8661-BOYNW,No,0,72,84.4,Two year,DSL,Yes,Yes,Credit card (automatic)
6711-VTNRE,Yes,1,36,87.55,Month-to-month,Fiber optic,Yes,No,Electronic check
4815-GBTCD,No,0,4,25.15,Month-to-month,DSL,No,No,Electronic check
2805-AUFQN,No,0,25,19.8,Two year,No,No internet service,No internet service,Credit card (automatic)
0980-PVMRC,No,0,40,50.85,Month-to-month,DSL,No,No,Electronic check
7233-DRTRF,No,0,63,102.4,Month-to-month,Fiber optic,No,No,Electronic check
3500-RMZLT,Yes,1,15,96.3,Month-to-month,Fiber optic,Yes,Yes,Mailed check
3873-NFTGI,No,0,14,55.5,Month-to-month,DSL,No,No,Credit card (automatic)
1162-ECVII,No,0,72,109.75,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
7048-GXDAY,No,0,39,106.4,Month-to-month,Fiber optic,No,Yes,Electronic check
8571-ZCMCX,No,0,47,60.0,Two year,DSL,No,Yes,Credit card (automatic)
1169-WCVAK,No,0,19,88.8,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic)
4548-SDBKE,Yes,1,5,85.2,Month-to-month,Fiber optic,No,No,Electronic check
8066-POXGX,Yes,1,13,35.1,Month-to-month,DSL,No,No,Electronic check
7129-CAKJW,No,0,17,80.05,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
8695-ARGXZ,No,0,34,75.55,Month-to-month,Fiber optic,No,No,Electronic check
3570-YUEKJ,No,0,42,49.55,Month-to-month,DSL,No,No,Electronic check
4143-OOBWZ,Yes,1,5,81.3,Month-to-month,Fiber optic,No,No,Electronic check
1555-HAPSU,No,0,71,23.9,Two year,No,No internet service,No internet service,Credit card (automatic)
1697-NVVGY,No,0,19,66.4,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
7854-EKTJL,Yes,1,2,19.6,Month-to-month,No,No internet service,No internet service,Electronic check
8464-EETCQ,No,0,57,18.8,Two year,No,No internet service,No internet service,Credit card (automatic)
2419-FSORS,No,0,72,108.4,Two year,Fiber optic,Yes,No,Electronic check
8132-YPVBX,No,0,6,85.95,Month-to-month,Fiber optic,No,No,Mailed check
9102-IAYHT,Yes,1,17,85.45,Month-to-month,Fiber optic,No,No,Electronic check
6754-LZUKA,No,0,61,80.9,Two year,DSL,No,No,Bank transfer (automatic)
3422-LYEPQ,Yes,1,1,71.0,Month-to-month,Fiber optic,No,No,Electronic check
8099-MZPUJ,No,0,48,111.8,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
0787-LHDYT,No,0,16,20.6,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
2642-DTVCO,Yes,1,9,85.05,Month-to-month,Fiber optic,No,No,Electronic check
0374-IOEGQ,No,0,3,44.6,Month-to-month,DSL,No,No,Electronic check
4361-JEIVL,Yes,1,1,44.4,Month-to-month,DSL,No,No,Electronic check
3197-NNYNB,No,0,65,105.1,Two year,Fiber optic,No,No,Credit card (automatic)
3396-DKDEL,No,0,70,115.15,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
1752-OZXFY,No,0,60,59.8,One year,DSL,No,Yes,Mailed check
9066-QRSDU,No,0,69,26.3,One year,No,No internet service,No internet service,Electronic check
9112-WSNPU,No,0,35,70.55,Month-to-month,Fiber optic,No,No,Electronic check
9867-NNXLC,No,0,22,20.05,Month-to-month,No,No internet service,No internet service,Mailed check
5321-NTRKC,No,0,66,79.85,Two year,DSL,No,No,Bank transfer (automatic)
1363-TXLSL,Yes,1,1,70.3,Month-to-month,Fiber optic,No,No,Electronic check
9507-EXLTT,Yes,1,1,79.35,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
3161-GETRM,No,0,34,90.05,Month-to-month,Fiber optic,No,No,Credit card (automatic)
0402-OAMEN,No,0,72,24.45,Two year,No,No internet service,No internet service,Bank transfer (automatic)
6933-VLYFX,No,0,31,59.95,One year,DSL,Yes,Yes,Electronic check
6754-WKSHP,No,0,30,25.35,One year,No,No internet service,No internet service,Bank transfer (automatic)
9846-GKXAS,Yes,1,9,90.8,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
6017-PPLPX,Yes,1,20,70.45,Month-to-month,Fiber optic,No,No,Electronic check
4976-LNFVV,No,0,19,34.3,Month-to-month,DSL,No,No,Credit card (automatic)
5055-MGMGF,No,0,65,105.05,Month-to-month,Fiber optic,No,Yes,Electronic check
4641-FROLU,No,0,30,19.3,Two year,No,No internet service,No internet service,Mailed check
2862-JVEOY,No,0,6,19.15,One year,No,No internet service,No internet service,Mailed check
2969-QWUBZ,No,0,2,51.4,Month-to-month,DSL,No,No,Electronic check
9822-BIIGN,No,0,53,71.85,Month-to-month,DSL,Yes,Yes,Electronic check
2077-MPJQO,No,0,7,75.4,Month-to-month,Fiber optic,No,No,Electronic check
1534-OULXE,No,0,61,49.7,One year,DSL,No,Yes,Bank transfer (automatic)
7136-RVDTZ,Yes,1,70,45.25,One year,DSL,No,No,Electronic check
2971-SGAFL,No,0,13,78.75,Month-to-month,DSL,No,Yes,Electronic check
1480-IVEVR,No,0,35,81.6,One year,Fiber optic,No,No,Bank transfer (automatic)
2905-KFQUV,No,0,2,70.4,Month-to-month,Fiber optic,No,No,Credit card (automatic)
4581-SSPWD,Yes,1,3,75.8,Month-to-month,Fiber optic,No,No,Electronic check
3370-HXOPH,No,0,3,76.1,Month-to-month,Fiber optic,No,No,Electronic check
9391-YZEJW,No,0,62,94.0,One year,Fiber optic,No,No,Bank transfer (automatic)
9958-MEKUC,No,0,72,103.95,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
0281-CNTZX,No,0,63,19.95,Two year,No,No internet service,No internet service,Bank transfer (automatic)
6927-WTFIV,Yes,1,20,71.3,Month-to-month,Fiber optic,No,No,Credit card (automatic)
4118-CEVPF,No,0,35,110.8,One year,Fiber optic,Yes,Yes,Bank transfer (automatic)
3398-ZOUAA,Yes,1,21,69.1,Month-to-month,Fiber optic,No,No,Electronic check
9114-VEPUF,No,0,62,96.1,One year,Fiber optic,No,Yes,Electronic check
7876-BEUTG,No,0,15,48.8,Month-to-month,DSL,No,No,Mailed check
2338-BQEZT,No,0,55,50.55,Month-to-month,DSL,No,Yes,Credit card (automatic)
9873-MNDKV,No,0,11,44.65,Month-to-month,DSL,No,No,Mailed check
0378-NHQXU,Yes,1,17,88.25,Month-to-month,Fiber optic,No,No,Electronic check
8241-JUIQO,No,0,61,19.45,One year,No,No internet service,No internet service,Bank transfer (automatic)
2194-IIQOF,No,0,71,89.3,Two year,DSL,Yes,Yes,Credit card (automatic)
4512-ZUIYL,Yes,1,2,70.0,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
9631-RXVJM,No,0,35,19.25,Two year,No,No internet service,No internet service,Mailed check
9584-EXCDZ,No,0,17,70.5,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
7969-AULMZ,Yes,1,21,97.35,Month-to-month,Fiber optic,No,No,Electronic check
5093-FEGLU,No,0,47,19.65,Two year,No,No internet service,No internet service,Bank transfer (automatic)
2621-UDNLU,No,0,3,20.85,Month-to-month,No,No internet service,No internet service,Mailed check
7526-IVLYU,No,0,3,19.65,Month-to-month,No,No internet service,No internet service,Mailed check
2428-HYUNX,No,0,44,19.35,Two year,No,No internet service,No internet service,Credit card (automatic)
9214-EKVXR,No,0,1,44.0,Month-to-month,DSL,No,No,Mailed check
3410-MHHUM,No,0,44,94.4,One year,Fiber optic,No,No,Electronic check
0568-ONFPC,Yes,1,5,25.9,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
0733-VUNUW,Yes,1,24,55.65,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
4550-EVXNY,Yes,1,1,69.65,Month-to-month,Fiber optic,No,No,Electronic check
2122-YWVYA,No,0,18,75.4,Month-to-month,Fiber optic,No,Yes,Electronic check
2968-SSGAA,Yes,1,10,100.6,Month-to-month,Fiber optic,No,No,Electronic check
2296-DKZFP,No,0,65,71.0,Two year,DSL,No,Yes,Bank transfer (automatic)
4844-JJWUY,Yes,1,1,86.0,Month-to-month,Fiber optic,No,No,Electronic check
6777-TGHTM,Yes,1,53,106.95,One year,Fiber optic,No,Yes,Credit card (automatic)
8909-BOLNL,No,0,3,21.2,One year,No,No internet service,No internet service,Mailed check
6603-YRDCJ,No,0,33,61.05,Two year,DSL,Yes,Yes,Mailed check
3538-WZPHD,Yes,1,3,29.6,Month-to-month,DSL,No,No,Electronic check
3229-USWAR,No,0,34,79.95,One year,DSL,Yes,Yes,Bank transfer (automatic)
2138-VFAPZ,No,0,14,19.7,Two year,No,No internet service,No internet service,Mailed check
6131-JLWZM,No,0,13,20.3,Month-to-month,No,No internet service,No internet service,Mailed check
4785-QRJHC,Yes,1,46,59.9,One year,DSL,Yes,No,Bank transfer (automatic)
0269-XFESX,No,0,23,24.35,One year,No,No internet service,No internet service,Mailed check
1709-EJDOX,No,0,47,19.75,Two year,No,No internet service,No internet service,Mailed check
4316-XCSLJ,No,0,17,50.3,Month-to-month,DSL,No,Yes,Mailed check
8610-WFCJF,Yes,1,49,95.6,Month-to-month,Fiber optic,No,No,Electronic check
9693-XMUOB,No,0,59,50.25,Month-to-month,DSL,No,No,Electronic check
0383-CLDDA,No,0,69,85.35,Two year,DSL,Yes,Yes,Credit card (automatic)
4905-JEFDW,Yes,1,11,41.6,One year,DSL,No,No,Electronic check
2709-UQGNP,No,0,10,51.65,Month-to-month,DSL,No,Yes,Mailed check
3549-ZTMNH,No,0,12,24.0,Two year,No,No internet service,No internet service,Bank transfer (automatic)
7881-INRLC,Yes,1,45,100.85,Month-to-month,Fiber optic,No,No,Credit card (automatic)
8033-ATFAS,No,0,39,59.85,Month-to-month,DSL,No,No,Mailed check
1635-NZATJ,No,0,71,25.45,Two year,No,No internet service,No internet service,Credit card (automatic)
0562-HKHML,No,0,71,23.9,Two year,No,No internet service,No internet service,Credit card (automatic)
8277-RVRSV,No,0,33,24.15,One year,No,No internet service,No internet service,Credit card (automatic)
9943-VSZUV,No,0,67,75.7,Month-to-month,Fiber optic,No,No,Mailed check
0117-LFRMW,Yes,1,37,40.2,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
6172-FECYY,Yes,1,49,84.5,Month-to-month,Fiber optic,No,No,Electronic check
7054-ENNGU,No,0,9,50.85,Month-to-month,DSL,No,No,Mailed check
1455-HFBXA,No,0,52,91.6,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
9402-CXWPL,No,0,70,98.9,One year,Fiber optic,No,No,Electronic check
1628-BIZYP,No,0,1,85.0,Month-to-month,Fiber optic,No,No,Electronic check
1965-AKTSX,Yes,1,14,78.95,Month-to-month,Fiber optic,No,No,Electronic check
0082-LDZUE,No,0,1,44.3,Month-to-month,DSL,No,No,Mailed check
4786-UKSNZ,Yes,1,1,20.2,Month-to-month,No,No internet service,No internet service,Mailed check
5343-SGUBI,No,0,52,80.2,One year,Fiber optic,No,No,Mailed check
0856-NAOES,No,0,6,60.9,Month-to-month,DSL,No,No,Mailed check
1976-AZZPJ,No,0,7,34.2,Month-to-month,DSL,No,Yes,Mailed check
7248-VZQLC,Yes,1,47,85.2,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
6156-UZDLF,No,0,26,87.15,One year,Fiber optic,Yes,Yes,Credit card (automatic)
3099-OONVS,No,0,25,54.3,Month-to-month,DSL,Yes,Yes,Electronic check
9500-WBGRP,No,0,69,19.1,Two year,No,No internet service,No internet service,Mailed check
5183-KLYEM,No,0,72,112.75,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
5144-PQCDZ,No,0,4,19.95,Month-to-month,No,No internet service,No internet service,Mailed check
8514-VZHEB,No,0,59,19.5,Two year,No,No internet service,No internet service,Mailed check
6625-IUTTT,No,0,67,65.55,Two year,DSL,No,Yes,Bank transfer (automatic)
9355-NPPFS,No,0,26,78.8,Month-to-month,Fiber optic,No,No,Electronic check
0068-FIGTF,No,0,27,78.2,One year,DSL,Yes,No,Mailed check
5965-GGPRW,No,0,72,105.25,Two year,Fiber optic,No,Yes,Bank transfer (automatic)
8035-PWSEV,No,0,6,89.25,Month-to-month,Fiber optic,Yes,No,Electronic check
